|continent    |date      |cases_per_million|countries_in_continent|
|Europe       |2023-06-02|305,387.8542176291|55                    |
|North America|2023-06-02|207,079.5487574797|41                    |
|South America|2023-06-02|156,949.9272714355|14                    |
|             |2023-06-02|75,780.3297742546 |12                    |
|Asia         |2023-06-02|62,983.3569854721 |49                    |
|Africa       |2023-06-02|9,179.9303089572  |57                    |
|Oceania      |2023-06-03|315,059.4662521451|24                    |
|Europe       |2023-06-03|305,387.8542176291|55                    |
|North America|2023-06-03|207,079.5487574797|41                    |
|South America|2023-06-03|156,949.9272714355|14                    |
|             |2023-06-03|75,780.3297742546 |12                    |
|Asia         |2023-06-03|62,983.3569854721 |49                    |
|Africa       |2023-06-03|9,179.9303089572  |57                    |
|Oceania      |2023-06-04|316,182.2732509916|24                    |
|Europe       |2023-06-04|305,479.9004048247|55                    |
|North America|2023-06-04|207,088.5822179085|41                    |
|South America|2023-06-04|156,951.8594320891|14                    |
|             |2023-06-04|75,808.5648217788 |12                    |
|Asia         |2023-06-04|63,016.1366704784 |49                    |
|Africa       |2023-06-04|9,182.2848824736  |57                    |
|Oceania      |2023-06-05|316,182.2732509916|24                    |
|Europe       |2023-06-05|305,479.9004048247|55                    |
|North America|2023-06-05|207,088.5822179085|41                    |
|South America|2023-06-05|156,951.8594320891|14                    |
|             |2023-06-05|75,808.5648217788 |12                    |
|Asia         |2023-06-05|63,016.1366704784 |49                    |
|Africa       |2023-06-05|9,182.2848824736  |57                    |
|Oceania      |2023-06-06|316,182.2732509916|24                    |
|Europe       |2023-06-06|305,479.9004048247|55                    |
|North America|2023-06-06|207,088.5822179085|41                    |
|South America|2023-06-06|156,951.8594320891|14                    |
|             |2023-06-06|75,808.5648217788 |12                    |
|Asia         |2023-06-06|63,016.1366704784 |49                    |
|Africa       |2023-06-06|9,182.2848824736  |57                    |
|Oceania      |2023-06-07|316,182.2732509916|24                    |
|Europe       |2023-06-07|305,479.9004048247|55                    |
|North America|2023-06-07|207,088.5822179085|41                    |
|South America|2023-06-07|156,951.8594320891|14                    |
|             |2023-06-07|75,808.5648217788 |12                    |
|Asia         |2023-06-07|63,016.1366704784 |49                    |
|Africa       |2023-06-07|9,182.2848824736  |57                    |
|Oceania      |2023-06-08|316,182.2732509916|24                    |
|Europe       |2023-06-08|305,479.9004048247|55                    |
|North America|2023-06-08|207,088.5822179085|41                    |
|South America|2023-06-08|156,951.8594320891|14                    |
|             |2023-06-08|75,808.5648217788 |12                    |
|Asia         |2023-06-08|63,016.1366704784 |49                    |
|Africa       |2023-06-08|9,182.2848824736  |57                    |
|Oceania      |2023-06-09|316,182.2732509916|24                    |
|Europe       |2023-06-09|305,479.9004048247|55                    |
|North America|2023-06-09|207,088.5822179085|41                    |
|South America|2023-06-09|156,951.8594320891|14                    |
|             |2023-06-09|75,808.5648217788 |12                    |
|Asia         |2023-06-09|63,016.1366704784 |49                    |
|Africa       |2023-06-09|9,182.2848824736  |57                    |
|Oceania      |2023-06-10|316,182.2732509916|24                    |
|Europe       |2023-06-10|305,479.9004048247|55                    |
|North America|2023-06-10|207,088.5822179085|41                    |
|South America|2023-06-10|156,951.8594320891|14                    |
|             |2023-06-10|75,808.5648217788 |12                    |
|Asia         |2023-06-10|63,016.1366704784 |49                    |
|Africa       |2023-06-10|9,182.2848824736  |57                    |
|Oceania      |2023-06-11|316,925.5639351994|24                    |
|Europe       |2023-06-11|305,560.5898376545|55                    |
|North America|2023-06-11|207,091.8238026392|41                    |
|South America|2023-06-11|156,953.9243715554|14                    |
|             |2023-06-11|75,835.6366510939 |12                    |
|Asia         |2023-06-11|63,053.7104074468 |49                    |
|Africa       |2023-06-11|9,183.0674030347  |57                    |
|Oceania      |2023-06-12|316,925.5639351994|24                    |
|Europe       |2023-06-12|305,560.5898376545|55                    |
|North America|2023-06-12|207,091.8238026392|41                    |
|South America|2023-06-12|156,953.9243715554|14                    |
|             |2023-06-12|75,835.6366510939 |12                    |
|Asia         |2023-06-12|63,053.7104074468 |49                    |
|Africa       |2023-06-12|9,183.0674030347  |57                    |
|Oceania      |2023-06-13|316,925.5639351994|24                    |
|Europe       |2023-06-13|305,560.5898376545|55                    |
|North America|2023-06-13|207,091.8238026392|41                    |
|South America|2023-06-13|156,953.9243715554|14                    |
|             |2023-06-13|75,835.6366510939 |12                    |
|Asia         |2023-06-13|63,053.7104074468 |49                    |
|Africa       |2023-06-13|9,183.0674030347  |57                    |
|Oceania      |2023-06-14|316,925.5639351994|24                    |
|Europe       |2023-06-14|305,560.5898376545|55                    |
|North America|2023-06-14|207,091.8238026392|41                    |
|South America|2023-06-14|156,953.9243715554|14                    |
|             |2023-06-14|75,835.6366510939 |12                    |
|Asia         |2023-06-14|63,053.7104074468 |49                    |
|Africa       |2023-06-14|9,183.0674030347  |57                    |
|Oceania      |2023-06-15|316,925.5639351994|24                    |
|Europe       |2023-06-15|305,560.5898376545|55                    |
|North America|2023-06-15|207,091.8238026392|41                    |
|South America|2023-06-15|156,953.9243715554|14                    |
|             |2023-06-15|75,835.6366510939 |12                    |
|Asia         |2023-06-15|63,053.7104074468 |49                    |
|Africa       |2023-06-15|9,183.0674030347  |57                    |
|Oceania      |2023-06-16|316,925.5639351994|24                    |
|Europe       |2023-06-16|305,560.5898376545|55                    |
|North America|2023-06-16|207,091.8238026392|41                    |
|South America|2023-06-16|156,953.9243715554|14                    |
|             |2023-06-16|75,835.6366510939 |12                    |
|Asia         |2023-06-16|63,053.7104074468 |49                    |
|Africa       |2023-06-16|9,183.0674030347  |57                    |
|Oceania      |2023-06-17|316,925.5639351994|24                    |
|Europe       |2023-06-17|305,560.5898376545|55                    |
|North America|2023-06-17|207,091.8238026392|41                    |
|South America|2023-06-17|156,953.9243715554|14                    |
|             |2023-06-17|75,835.6366510939 |12                    |
|Asia         |2023-06-17|63,053.7104074468 |49                    |
|Africa       |2023-06-17|9,183.0674030347  |57                    |
|Oceania      |2023-06-18|317,865.1737707578|24                    |
|Europe       |2023-06-18|305,614.938966899 |55                    |
|North America|2023-06-18|207,094.8238509948|41                    |
|South America|2023-06-18|156,956.2525793572|14                    |
|             |2023-06-18|75,849.7717665195 |12                    |
|Asia         |2023-06-18|63,064.5621436734 |49                    |
|Africa       |2023-06-18|9,184.6639974054  |57                    |
|Oceania      |2023-06-19|317,865.1737707578|24                    |
|Europe       |2023-06-19|305,614.938966899 |55                    |
|North America|2023-06-19|207,094.8238509948|41                    |
|South America|2023-06-19|156,956.2525793572|14                    |
|             |2023-06-19|75,849.7717665195 |12                    |
|Asia         |2023-06-19|63,064.5621436734 |49                    |
|Africa       |2023-06-19|9,184.6639974054  |57                    |
|Oceania      |2023-06-20|317,865.1737707578|24                    |
|Europe       |2023-06-20|305,614.938966899 |55                    |
|North America|2023-06-20|207,094.8238509948|41                    |
|South America|2023-06-20|156,956.2525793572|14                    |
|             |2023-06-20|75,849.7717665195 |12                    |
|Asia         |2023-06-20|63,064.5621436734 |49                    |
|Africa       |2023-06-20|9,184.6639974054  |57                    |
|Oceania      |2023-06-21|317,865.1737707578|24                    |
|Europe       |2023-06-21|305,614.938966899 |55                    |
|North America|2023-06-21|207,094.8238509948|41                    |
|South America|2023-06-21|156,956.2525793572|14                    |
|             |2023-06-21|75,849.7717665195 |12                    |
|Asia         |2023-06-21|63,064.5621436734 |49                    |
|Africa       |2023-06-21|9,184.6639974054  |57                    |
|Oceania      |2023-06-22|317,865.1737707578|24                    |
|Europe       |2023-06-22|305,614.938966899 |55                    |
|North America|2023-06-22|207,094.8238509948|41                    |
|South America|2023-06-22|156,956.2525793572|14                    |
|             |2023-06-22|75,849.7717665195 |12                    |
|Asia         |2023-06-22|63,064.5621436734 |49                    |
|Africa       |2023-06-22|9,184.6639974054  |57                    |
|Oceania      |2023-06-23|317,865.1737707578|24                    |
|Europe       |2023-06-23|305,614.938966899 |55                    |
|North America|2023-06-23|207,094.8238509948|41                    |
|South America|2023-06-23|156,956.2525793572|14                    |
|             |2023-06-23|75,849.7717665195 |12                    |
|Asia         |2023-06-23|63,064.5621436734 |49                    |
|Africa       |2023-06-23|9,184.6639974054  |57                    |
|Oceania      |2023-06-24|317,865.1737707578|24                    |
|Europe       |2023-06-24|305,614.938966899 |55                    |
|North America|2023-06-24|207,094.8238509948|41                    |
|South America|2023-06-24|156,956.2525793572|14                    |
|             |2023-06-24|75,849.7717665195 |12                    |
|Asia         |2023-06-24|63,064.5621436734 |49                    |
|Africa       |2023-06-24|9,184.6639974054  |57                    |
|Oceania      |2023-06-25|318,408.8814588684|24                    |
|Europe       |2023-06-25|305,661.1505212315|55                    |
|North America|2023-06-25|207,098.8017052275|41                    |
|South America|2023-06-25|156,959.3408313972|14                    |
|             |2023-06-25|75,869.3423394797 |12                    |
|Asia         |2023-06-25|63,093.5577084168 |49                    |
|Africa       |2023-06-25|9,186.2458669268  |57                    |
|Oceania      |2023-06-26|318,408.8814588684|24                    |
|Europe       |2023-06-26|305,661.1505212315|55                    |
|North America|2023-06-26|207,098.8017052275|41                    |
|South America|2023-06-26|156,959.3408313972|14                    |
|             |2023-06-26|75,869.3423394797 |12                    |
|Asia         |2023-06-26|63,093.5577084168 |49                    |
|Africa       |2023-06-26|9,186.2458669268  |57                    |
|Oceania      |2023-06-27|318,408.8814588684|24                    |
|Europe       |2023-06-27|305,661.1505212315|55                    |
|North America|2023-06-27|207,098.8017052275|41                    |
|South America|2023-06-27|156,959.3408313972|14                    |
|             |2023-06-27|75,869.3423394797 |12                    |
|Asia         |2023-06-27|63,093.5577084168 |49                    |
|Africa       |2023-06-27|9,186.2458669268  |57                    |
|Oceania      |2023-06-28|318,408.8814588684|24                    |
|Europe       |2023-06-28|305,661.1505212315|55                    |
|North America|2023-06-28|207,098.8017052275|41                    |
|South America|2023-06-28|156,959.3408313972|14                    |
|             |2023-06-28|75,869.3423394797 |12                    |
|Asia         |2023-06-28|63,093.5577084168 |49                    |
|Africa       |2023-06-28|9,186.2458669268  |57                    |
|Oceania      |2023-06-29|318,408.8814588684|24                    |
|Europe       |2023-06-29|305,661.1505212315|55                    |
|North America|2023-06-29|207,098.8017052275|41                    |
|South America|2023-06-29|156,959.3408313972|14                    |
|             |2023-06-29|75,869.3423394797 |12                    |
|Asia         |2023-06-29|63,093.5577084168 |49                    |
|Africa       |2023-06-29|9,186.2458669268  |57                    |
|Oceania      |2023-06-30|318,408.8814588684|24                    |
|Europe       |2023-06-30|305,661.1505212315|55                    |
|North America|2023-06-30|207,098.8017052275|41                    |
|South America|2023-06-30|156,959.3408313972|14                    |
|             |2023-06-30|75,869.3423394797 |12                    |
|Asia         |2023-06-30|63,093.5577084168 |49                    |
|Africa       |2023-06-30|9,186.2458669268  |57                    |
|Oceania      |2023-07-01|318,408.8814588684|24                    |
|Europe       |2023-07-01|305,661.1505212315|55                    |
|North America|2023-07-01|207,098.8017052275|41                    |
|South America|2023-07-01|156,959.3408313972|14                    |
|             |2023-07-01|75,869.3423394797 |12                    |
|Asia         |2023-07-01|63,093.5577084168 |49                    |
|Africa       |2023-07-01|9,186.2458669268  |57                    |
|Oceania      |2023-07-02|318,711.5753053243|24                    |
|Europe       |2023-07-02|305,688.8585463696|55                    |
|North America|2023-07-02|207,101.2120716742|41                    |
|South America|2023-07-02|156,962.3100403637|14                    |
|             |2023-07-02|75,885.9091053528 |12                    |
|Asia         |2023-07-02|63,122.3503973858 |49                    |
|Africa       |2023-07-02|9,187.3537365384  |57                    |
|Oceania      |2023-07-03|318,711.5753053243|24                    |
|Europe       |2023-07-03|305,688.8585463696|55                    |
|North America|2023-07-03|207,101.2120716742|41                    |
|South America|2023-07-03|156,962.3100403637|14                    |
|             |2023-07-03|75,885.9091053528 |12                    |
|Asia         |2023-07-03|63,122.3503973858 |49                    |
|Africa       |2023-07-03|9,187.3537365384  |57                    |
|Oceania      |2023-07-04|318,711.5753053243|24                    |
|Europe       |2023-07-04|305,688.8585463696|55                    |
|North America|2023-07-04|207,101.2120716742|41                    |
|South America|2023-07-04|156,962.3100403637|14                    |
|             |2023-07-04|75,885.9091053528 |12                    |
|Asia         |2023-07-04|63,122.3503973858 |49                    |
|Africa       |2023-07-04|9,187.3537365384  |57                    |
|Oceania      |2023-07-05|318,711.5753053243|24                    |
|Europe       |2023-07-05|305,688.8585463696|55                    |
|North America|2023-07-05|207,101.2120716742|41                    |
|South America|2023-07-05|156,962.3100403637|14                    |
|             |2023-07-05|75,885.9091053528 |12                    |
|Asia         |2023-07-05|63,122.3503973858 |49                    |
|Africa       |2023-07-05|9,187.3537365384  |57                    |
|Oceania      |2023-07-06|318,711.5753053243|24                    |
|Europe       |2023-07-06|305,688.8585463696|55                    |
|North America|2023-07-06|207,101.2120716742|41                    |
|South America|2023-07-06|156,962.3100403637|14                    |
|             |2023-07-06|75,885.9091053528 |12                    |
|Asia         |2023-07-06|63,122.3503973858 |49                    |
|Africa       |2023-07-06|9,187.3537365384  |57                    |
|Oceania      |2023-07-07|318,711.5753053243|24                    |
|Europe       |2023-07-07|305,688.8585463696|55                    |
|North America|2023-07-07|207,101.2120716742|41                    |
|South America|2023-07-07|156,962.3100403637|14                    |
|             |2023-07-07|75,885.9091053528 |12                    |
|Asia         |2023-07-07|63,122.3503973858 |49                    |
|Africa       |2023-07-07|9,187.3537365384  |57                    |
|Oceania      |2023-07-08|318,711.5753053243|24                    |
|Europe       |2023-07-08|305,688.8585463696|55                    |
|North America|2023-07-08|207,101.2120716742|41                    |
|South America|2023-07-08|156,962.3100403637|14                    |
|             |2023-07-08|75,885.9091053528 |12                    |
|Asia         |2023-07-08|63,122.3503973858 |49                    |
|Africa       |2023-07-08|9,187.3537365384  |57                    |
|Oceania      |2023-07-09|319,215.1177203301|24                    |
|Europe       |2023-07-09|305,708.6536761685|55                    |
|North America|2023-07-09|207,103.0744004146|41                    |
|South America|2023-07-09|156,965.0480310528|14                    |
|             |2023-07-09|75,902.881243014  |12                    |
|Asia         |2023-07-09|63,151.9266357965 |49                    |
|Africa       |2023-07-09|9,188.4735262661  |57                    |
|Oceania      |2023-07-10|319,215.1177203301|24                    |
|Europe       |2023-07-10|305,708.6536761685|55                    |
|North America|2023-07-10|207,103.0744004146|41                    |
|South America|2023-07-10|156,965.0480310528|14                    |
|             |2023-07-10|75,902.881243014  |12                    |
|Asia         |2023-07-10|63,151.9266357965 |49                    |
|Africa       |2023-07-10|9,188.4735262661  |57                    |
|Oceania      |2023-07-11|319,215.1177203301|24                    |
|Europe       |2023-07-11|305,708.6536761685|55                    |
|North America|2023-07-11|207,103.0744004146|41                    |
|South America|2023-07-11|156,965.0480310528|14                    |
|             |2023-07-11|75,902.881243014  |12                    |
|Asia         |2023-07-11|63,151.9266357965 |49                    |
|Africa       |2023-07-11|9,188.4735262661  |57                    |
|Oceania      |2023-07-12|319,215.1177203301|24                    |
|Europe       |2023-07-12|305,708.6536761685|55                    |
|North America|2023-07-12|207,103.0744004146|41                    |
|South America|2023-07-12|156,965.0480310528|14                    |
|             |2023-07-12|75,902.881243014  |12                    |
|Asia         |2023-07-12|63,151.9266357965 |49                    |
|Africa       |2023-07-12|9,188.4735262661  |57                    |
|Oceania      |2023-07-13|319,215.1177203301|24                    |
|Europe       |2023-07-13|306,903.1176684973|54                    |
|North America|2023-07-13|207,103.0744004146|41                    |
|South America|2023-07-13|156,965.0480310528|14                    |
|             |2023-07-13|75,902.881243014  |12                    |
|Asia         |2023-07-13|63,151.9266357965 |49                    |
|Africa       |2023-07-13|9,188.4735262661  |57                    |
|Oceania      |2023-07-14|319,215.1177203301|24                    |
|Europe       |2023-07-14|306,903.1176684973|54                    |
|North America|2023-07-14|207,103.0744004146|41                    |
|South America|2023-07-14|156,965.0480310528|14                    |
|             |2023-07-14|75,902.881243014  |12                    |
|Asia         |2023-07-14|63,151.9266357965 |49                    |
|Africa       |2023-07-14|9,188.4735262661  |57                    |
|Oceania      |2023-07-15|319,215.1177203301|24                    |
|Europe       |2023-07-15|306,903.1176684973|54                    |
|North America|2023-07-15|207,103.0744004146|41                    |
|South America|2023-07-15|156,965.0480310528|14                    |
|             |2023-07-15|75,902.881243014  |12                    |
|Asia         |2023-07-15|63,151.9266357965 |49                    |
|Africa       |2023-07-15|9,188.4735262661  |57                    |
|Oceania      |2023-07-16|319,493.1884115216|24                    |
|Europe       |2023-07-16|306,923.4227683375|54                    |
|North America|2023-07-16|207,105.1716024578|41                    |
|South America|2023-07-16|156,967.5364891458|14                    |
|             |2023-07-16|75,921.6101648227 |12                    |
|Asia         |2023-07-16|63,187.7949879937 |49                    |
|Africa       |2023-07-16|9,188.9987125566  |57                    |
|Oceania      |2023-07-17|319,493.1884115216|24                    |
|Europe       |2023-07-17|306,923.4227683375|54                    |
|North America|2023-07-17|207,105.1716024578|41                    |
|South America|2023-07-17|156,967.5364891458|14                    |
|             |2023-07-17|75,921.6101648227 |12                    |
|Asia         |2023-07-17|63,187.7949879937 |49                    |
|Africa       |2023-07-17|9,188.9987125566  |57                    |
|Oceania      |2023-07-18|319,493.1884115216|24                    |
|Europe       |2023-07-18|306,923.4227683375|54                    |
|North America|2023-07-18|207,105.1716024578|41                    |
|South America|2023-07-18|156,967.5364891458|14                    |
|             |2023-07-18|75,921.6101648227 |12                    |
|Asia         |2023-07-18|63,187.7949879937 |49                    |
|Africa       |2023-07-18|9,188.9987125566  |57                    |
|Oceania      |2023-07-19|319,493.1884115216|24                    |
|Europe       |2023-07-19|306,923.4227683375|54                    |
|North America|2023-07-19|207,105.1716024578|41                    |
|South America|2023-07-19|156,967.5364891458|14                    |
|             |2023-07-19|75,921.6101648227 |12                    |
|Asia         |2023-07-19|63,187.7949879937 |49                    |
|Africa       |2023-07-19|9,188.9987125566  |57                    |
|Oceania      |2023-07-20|319,493.1884115216|24                    |
|Europe       |2023-07-20|306,923.4227683375|54                    |
|North America|2023-07-20|207,105.1716024578|41                    |
|South America|2023-07-20|156,967.5364891458|14                    |
|             |2023-07-20|75,921.6101648227 |12                    |
|Asia         |2023-07-20|63,187.7949879937 |49                    |
|Africa       |2023-07-20|9,188.9987125566  |57                    |
|Oceania      |2023-07-21|319,493.1884115216|24                    |
|Europe       |2023-07-21|306,923.4227683375|54                    |
|North America|2023-07-21|207,105.1716024578|41                    |
|South America|2023-07-21|156,967.5364891458|14                    |
|             |2023-07-21|75,921.6101648227 |12                    |
|Asia         |2023-07-21|63,187.7949879937 |49                    |
|Africa       |2023-07-21|9,188.9987125566  |57                    |
|Oceania      |2023-07-22|319,493.1884115216|24                    |
|Europe       |2023-07-22|306,923.4227683375|54                    |
|North America|2023-07-22|207,105.1716024578|41                    |
|South America|2023-07-22|156,967.5364891458|14                    |
|             |2023-07-22|75,921.6101648227 |12                    |
|Asia         |2023-07-22|63,187.7949879937 |49                    |
|Africa       |2023-07-22|9,188.9987125566  |57                    |
|Oceania      |2023-07-23|319,721.7463558785|24                    |
|Europe       |2023-07-23|306,944.5844934289|54                    |
|North America|2023-07-23|207,107.3920713406|41                    |
|South America|2023-07-23|156,969.6952894969|14                    |
|             |2023-07-23|75,944.8262740954 |12                    |
|Asia         |2023-07-23|63,234.343754391  |49                    |
|Africa       |2023-07-23|9,189.420123719   |57                    |
|Oceania      |2023-07-24|319,721.7463558785|24                    |
|Europe       |2023-07-24|306,944.5844934289|54                    |
|North America|2023-07-24|207,107.3920713406|41                    |
|South America|2023-07-24|156,969.6952894969|14                    |
|             |2023-07-24|75,944.8262740954 |12                    |
|Asia         |2023-07-24|63,234.343754391  |49                    |
|Africa       |2023-07-24|9,189.420123719   |57                    |
|Oceania      |2023-07-25|319,721.7463558785|24                    |
|Europe       |2023-07-25|306,944.5844934289|54                    |
|North America|2023-07-25|207,107.3920713406|41                    |
|South America|2023-07-25|156,969.6952894969|14                    |
|             |2023-07-25|75,944.8262740954 |12                    |
|Asia         |2023-07-25|63,234.343754391  |49                    |
|Africa       |2023-07-25|9,189.420123719   |57                    |
|Oceania      |2023-07-26|319,721.7463558785|24                    |
|Europe       |2023-07-26|306,944.5844934289|54                    |
|North America|2023-07-26|207,107.3920713406|41                    |
|South America|2023-07-26|156,969.6952894969|14                    |
|             |2023-07-26|75,944.8262740954 |12                    |
|Asia         |2023-07-26|63,234.343754391  |49                    |
|Africa       |2023-07-26|9,189.420123719   |57                    |
|Oceania      |2023-07-27|319,721.7463558785|24                    |
|Europe       |2023-07-27|306,944.5844934289|54                    |
|North America|2023-07-27|207,107.3920713406|41                    |
|South America|2023-07-27|156,969.6952894969|14                    |
|             |2023-07-27|75,944.8262740954 |12                    |
|Asia         |2023-07-27|63,234.343754391  |49                    |
|Africa       |2023-07-27|9,189.420123719   |57                    |
|Oceania      |2023-07-28|319,721.7463558785|24                    |
|Europe       |2023-07-28|306,944.5844934289|54                    |
|North America|2023-07-28|207,107.3920713406|41                    |
|South America|2023-07-28|156,969.6952894969|14                    |
|             |2023-07-28|75,944.8262740954 |12                    |
|Asia         |2023-07-28|63,234.343754391  |49                    |
|Africa       |2023-07-28|9,189.420123719   |57                    |
|Oceania      |2023-07-29|319,721.7463558785|24                    |
|Europe       |2023-07-29|306,944.5844934289|54                    |
|North America|2023-07-29|207,107.3920713406|41                    |
|South America|2023-07-29|156,969.6952894969|14                    |
|             |2023-07-29|75,944.8262740954 |12                    |
|Asia         |2023-07-29|63,234.343754391  |49                    |
|Africa       |2023-07-29|9,189.420123719   |57                    |
|Oceania      |2023-07-30|319,915.2235199669|24                    |
|Europe       |2023-07-30|306,969.822275651 |54                    |
|North America|2023-07-30|207,109.7274782226|41                    |
|South America|2023-07-30|156,971.6251608606|14                    |
|             |2023-07-30|75,974.2385887267 |12                    |
|Asia         |2023-07-30|63,294.767699009  |49                    |
|Africa       |2023-07-30|9,189.5842006109  |57                    |
|Oceania      |2023-07-31|319,915.2235199669|24                    |
|Europe       |2023-07-31|306,969.822275651 |54                    |
|North America|2023-07-31|207,109.7274782226|41                    |
|South America|2023-07-31|156,971.6251608606|14                    |
|             |2023-07-31|75,974.2385887267 |12                    |
|Asia         |2023-07-31|63,294.767699009  |49                    |
|Africa       |2023-07-31|9,189.5842006109  |57                    |
|Oceania      |2023-08-01|319,915.2235199669|24                    |
|Europe       |2023-08-01|306,969.822275651 |54                    |
|North America|2023-08-01|207,109.7274782226|41                    |
|South America|2023-08-01|156,971.6251608606|14                    |
|             |2023-08-01|75,974.2385887267 |12                    |
|Asia         |2023-08-01|63,294.767699009  |49                    |
|Africa       |2023-08-01|9,189.5842006109  |57                    |
|Oceania      |2023-08-02|319,915.2235199669|24                    |
|Europe       |2023-08-02|306,969.822275651 |54                    |
|North America|2023-08-02|207,109.7274782226|41                    |
|South America|2023-08-02|156,971.6251608606|14                    |
|             |2023-08-02|75,974.2385887267 |12                    |
|Asia         |2023-08-02|63,294.767699009  |49                    |
|Africa       |2023-08-02|9,189.5842006109  |57                    |
|Oceania      |2023-08-03|319,915.2235199669|24                    |
|Europe       |2023-08-03|306,969.822275651 |54                    |
|North America|2023-08-03|207,109.7274782226|41                    |
|South America|2023-08-03|156,971.6251608606|14                    |
|             |2023-08-03|75,974.2385887267 |12                    |
|Asia         |2023-08-03|63,294.767699009  |49                    |
|Africa       |2023-08-03|9,189.5842006109  |57                    |
|Oceania      |2023-08-04|319,915.2235199669|24                    |
|Europe       |2023-08-04|306,969.822275651 |54                    |
|North America|2023-08-04|207,109.7274782226|41                    |
|South America|2023-08-04|156,971.6251608606|14                    |
|             |2023-08-04|75,974.2385887267 |12                    |
|Asia         |2023-08-04|63,294.767699009  |49                    |
|Africa       |2023-08-04|9,189.5842006109  |57                    |
|Oceania      |2023-08-05|319,915.2235199669|24                    |
|Europe       |2023-08-05|306,969.822275651 |54                    |
|North America|2023-08-05|207,109.7274782226|41                    |
|South America|2023-08-05|156,971.6251608606|14                    |
|             |2023-08-05|75,974.2385887267 |12                    |
|Asia         |2023-08-05|63,294.767699009  |49                    |
|Africa       |2023-08-05|9,189.5842006109  |57                    |
|Oceania      |2023-08-06|320,106.1695391498|24                    |
|Europe       |2023-08-06|307,001.9340133064|54                    |
|North America|2023-08-06|207,111.8796506132|41                    |
|South America|2023-08-06|156,973.45201418  |14                    |
|             |2023-08-06|76,039.0198590968 |12                    |
|Asia         |2023-08-06|63,435.5113909593 |49                    |
|Africa       |2023-08-06|9,189.8078780831  |57                    |
|Oceania      |2023-08-07|320,106.1695391498|24                    |
|Europe       |2023-08-07|307,001.9340133064|54                    |
|North America|2023-08-07|207,111.8796506132|41                    |
|South America|2023-08-07|156,973.45201418  |14                    |
|             |2023-08-07|76,039.0198590968 |12                    |
|Asia         |2023-08-07|63,435.5113909593 |49                    |
|Africa       |2023-08-07|9,189.8078780831  |57                    |
|Oceania      |2023-08-08|320,106.1695391498|24                    |
|Europe       |2023-08-08|307,001.9340133064|54                    |
|North America|2023-08-08|207,111.8796506132|41                    |
|South America|2023-08-08|156,973.45201418  |14                    |
|             |2023-08-08|76,039.0198590968 |12                    |
|Asia         |2023-08-08|63,435.5113909593 |49                    |
|Africa       |2023-08-08|9,189.8078780831  |57                    |
|Oceania      |2023-08-09|320,106.1695391498|24                    |
|Europe       |2023-08-09|307,001.9340133064|54                    |
|North America|2023-08-09|207,111.8796506132|41                    |
|South America|2023-08-09|156,973.45201418  |14                    |
|             |2023-08-09|76,039.0198590968 |12                    |
|Asia         |2023-08-09|63,435.5113909593 |49                    |
|Africa       |2023-08-09|9,189.8078780831  |57                    |
|Oceania      |2023-08-10|320,106.1695391498|24                    |
|Europe       |2023-08-10|307,001.9340133064|54                    |
|North America|2023-08-10|207,111.8796506132|41                    |
|South America|2023-08-10|156,973.45201418  |14                    |
|             |2023-08-10|76,039.0198590968 |12                    |
|Asia         |2023-08-10|63,435.5113909593 |49                    |
|Africa       |2023-08-10|9,189.8078780831  |57                    |
|Oceania      |2023-08-11|320,106.1695391498|24                    |
|Europe       |2023-08-11|307,001.9340133064|54                    |
|North America|2023-08-11|207,111.8796506132|41                    |
|South America|2023-08-11|156,973.45201418  |14                    |
|             |2023-08-11|76,039.0198590968 |12                    |
|Asia         |2023-08-11|63,435.5113909593 |49                    |
|Africa       |2023-08-11|9,189.8078780831  |57                    |
|Oceania      |2023-08-12|320,106.1695391498|24                    |
|Europe       |2023-08-12|307,001.9340133064|54                    |
|North America|2023-08-12|207,111.8796506132|41                    |
|South America|2023-08-12|156,973.45201418  |14                    |
|             |2023-08-12|76,039.0198590968 |12                    |
|Asia         |2023-08-12|63,435.5113909593 |49                    |
|Africa       |2023-08-12|9,189.8078780831  |57                    |
|Oceania      |2023-08-13|320,308.9941769679|24                    |
|Europe       |2023-08-13|307,038.6320855804|54                    |
|North America|2023-08-13|207,114.0251599314|41                    |
|South America|2023-08-13|156,975.2605531805|14                    |
|             |2023-08-13|76,051.8558790372 |12                    |
|Asia         |2023-08-13|63,454.7928485573 |49                    |
|Africa       |2023-08-13|9,191.1401263502  |57                    |
|Oceania      |2023-08-14|320,308.9941769679|24                    |
|Europe       |2023-08-14|307,038.6320855804|54                    |
|North America|2023-08-14|207,114.0251599314|41                    |
|South America|2023-08-14|156,975.2605531805|14                    |
|             |2023-08-14|76,051.8558790372 |12                    |
|Asia         |2023-08-14|63,454.7928485573 |49                    |
|Africa       |2023-08-14|9,191.1401263502  |57                    |
|Oceania      |2023-08-15|320,308.9941769679|24                    |
|Europe       |2023-08-15|307,038.6320855804|54                    |
|North America|2023-08-15|207,114.0251599314|41                    |
|South America|2023-08-15|156,975.2605531805|14                    |
|             |2023-08-15|76,051.8558790372 |12                    |
|Asia         |2023-08-15|63,454.7928485573 |49                    |
|Africa       |2023-08-15|9,191.1401263502  |57                    |
|Oceania      |2023-08-16|320,308.9941769679|24                    |
|Europe       |2023-08-16|307,038.6320855804|54                    |
|North America|2023-08-16|207,114.0251599314|41                    |
